Title,Keys Found,Field Matches
Garage to rentwithout real estateErlangen Erlangen Bayern 91052,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent2+kk • 48 m² without real estateLitoměřická, Štětí - Štětí I, Ústecký Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat to rent1 bedroom • 30 m² without real estateHalle Freiimfelde/Kanenaer Weg Sachsen-Anhalt 06112,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rentStudio • 26 m² without real estateVajanského, Skalica - Skalica, Trnavský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale3+kk • 121 m² without real estateNa Návsi, Písek - Smrkovice, Jihočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent2 bedroom • 69 m² without real estateZáhradnícka, Bratislava - mestská časť Staré Mesto - Oblasť Obchodná, Bratislavský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale2 bedroom • 42 m² without real estate, Baden-Württemberg",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 3285 m² without real estateIvaň - Ivaň, Jihomoravský Region","['Listing ID', 'Available from', 'Ownership', 'Price per unit', 'Location', 'Plot space', 'Plot type']","{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': 'Location', 'Price per unit': 'Price per unit'}"
Flat to rent1 bedroom • 23 m² without real estateHans-Fleischer-Str. 29 Oldenburg Oldenburg (Oldb.) Niedersachsen 26133,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat to rent4+1 • 98 m² without real estateCornelius-Gurlitt Straße 8 Dresden Plauen Sachsen 01189,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
